site,FGF_r1.30s,FGF_r2.30s,FGF_r3.30s,FGF_r1.2m,FGF_r2.2m,FGF_r3.2m,FGF_r1.5m,FGF_r2.5m,FGF_r3.5m,FGF_r1.30m,FGF_r2.30m,FGF_r3.30m,MAPK1_motif,MTOR_motif,y.MAPK1,y.MTOR,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50
GORAB;82;,0.42571410333697296,0.40672541303340704,0.447690639739853,0.44024491654264597,0.41384429102619996,0.397775834061386,0.409922703893952,0.42644161479837,0.42366344144940205,0.429272455487279,0.440683039787689,0.41990034661878994,0.58041958041958,0.7692307692307689,0,0,1,2,2,4,2,0,2,3,4,0,3,2,4,0,2,0,1,0,4,4,1,2,3,4,4,1,3,0,1,4,4,3,0,1,4,4,1,0,0,0,3,2,0,4,4,4,4,3,0,3
NFAT5;560;,0.37751738895017206,0.388880416875007,0.4221624841542929,0.43219699885016905,0.38203249460766797,0.372947120705156,0.42115611898852706,0.44085778960757205,0.424771170935359,0.44609147546978994,0.42146508600031896,0.43867035243526203,0.615384615384615,0.623076923076923,0,0,0,4,1,4,1,1,4,1,1,4,3,1,0,1,2,2,1,3,4,0,1,0,1,0,2,2,4,1,3,3,2,1,3,0,3,4,3,3,2,1,0,3,4,2,3,0,0,2,1,4
BCL9L;1001;,0.4712021893407439,0.43981052212913596,0.4258139406570511,0.44834969732956603,0.416244182451715,0.43631430029687607,0.457521487522454,0.4886704743545,0.49244614846984497,0.461652258398693,0.45405859942579796,0.49248641187897896,0.6923076923076921,0.7692307692307689,0,0,2,0,1,0,0,0,4,3,2,0,1,4,2,0,3,2,1,0,1,1,3,0,1,3,0,1,3,4,3,0,3,4,1,3,4,4,3,2,2,4,4,1,3,2,1,4,2,3,4,4
BCL9L;1007;,0.460669888859521,0.42935371558680796,0.42816418490860403,0.438282400677015,0.40747407723814294,0.41098802921539096,0.447267562752786,0.47471663995508595,0.470845687505332,0.45131428046441296,0.44258202268421704,0.47142345403158004,0.629370629370629,0.6,0,0,0,1,3,3,2,2,1,1,4,4,2,4,4,2,4,2,2,3,4,4,0,0,2,2,4,3,1,3,1,0,1,1,1,2,2,2,2,3,3,2,1,1,4,1,4,3,1,3,3,0
SIRT2;372;,0.4095560115974651,0.390490976585409,0.400421028055017,0.425987231215084,0.42581396257285103,0.405681795261621,0.42352413171761794,0.4408921189059021,0.42580812562755704,0.44898593016017796,0.4352010726823521,0.45798125600544,0.72027972027972,0.653846153846154,0,0,3,2,3,3,0,0,4,0,2,3,3,2,0,0,0,1,0,0,3,1,2,2,4,4,4,0,3,3,3,4,0,4,1,1,2,2,4,3,3,0,3,0,3,3,2,4,4,1,1,4
SRRM1;209;,0.41389143843313597,0.41915810814106896,0.44266099255940006,0.44578220282118103,0.447537336384163,0.477946744368094,0.456261602617424,0.460213937334731,0.510134581060217,0.588962757890376,0.672877566783391,0.503516588985037,0.72027972027972,0.7230769230769231,0,0,1,2,4,4,3,0,0,0,2,4,3,1,0,1,0,1,2,0,3,3,0,3,0,1,1,4,2,2,3,4,3,3,2,4,4,4,4,2,1,3,1,1,4,2,0,2,0,0,3,0
SRRM1;211;,0.442369194858859,0.446024260907965,0.467357064193722,0.458589468425614,0.47517411318478003,0.515732779399808,0.583344792056641,0.48819494102110794,0.534566422551677,0.6034281963280079,0.7066333470968009,0.537080410691048,0.8041958041958042,0.7153846153846151,0,0,2,1,2,1,3,2,2,3,1,1,4,2,3,1,4,0,1,0,2,4,3,2,0,3,2,0,3,3,0,4,4,0,1,2,1,1,1,3,1,3,4,1,4,2,1,0,4,1,1,1
SRPK1;450;,0.42610309567619203,0.40721279386717296,0.398861308102223,0.43627031346552203,0.448260186892394,0.38414232634743395,0.419312768308572,0.428922354525277,0.424535018652783,0.434448624383474,0.403290309624094,0.44524495104024797,0.51048951048951,0.523076923076923,0,0,4,0,4,4,3,3,0,3,2,3,4,0,2,1,0,2,3,3,1,2,0,3,2,2,0,2,3,0,3,3,1,3,2,1,1,1,2,3,3,0,3,1,4,0,2,4,3,1,0,4
SRPK1;448;,0.455558425295085,0.442527621685214,0.42036983580635295,0.466484622496558,0.401368714827376,0.442943268642916,0.448261202257426,0.457672007960546,0.5201621347766321,0.46452694493297597,0.513223909159983,0.45735603333779107,0.51048951048951,0.630769230769231,0,0,3,4,3,3,1,0,2,2,4,3,2,3,2,3,0,3,4,4,2,4,2,3,1,3,3,2,2,1,4,3,2,1,0,4,2,1,3,1,0,3,2,1,2,0,3,3,2,0,3,4
IDH1;237;,0.42509425432003795,0.41571972834924603,0.421036776913296,0.455945756409409,0.43092648758379704,0.47100753153286606,0.43113776770020595,0.446631714459925,0.427998099689364,0.4094656670836429,0.451645427708787,0.407268383483856,0.391608391608392,0.307692307692308,0,0,3,2,0,3,1,3,2,2,1,4,2,2,2,4,4,2,3,1,0,0,0,1,0,0,2,3,2,1,2,1,0,1,0,0,3,2,0,1,4,2,1,2,1,4,3,1,1,1,4,1
CPD;1365;,0.44588144156405896,0.40915912371762103,0.3998275783839171,0.438531848399806,0.45833824807947704,0.4016794520377679,0.422254109853892,0.429492627752029,0.45134813896857107,0.463831054893605,0.42905796614907504,0.457733380599004,0.447552447552447,0.392307692307692,0,0,2,3,2,2,0,2,4,1,1,4,2,1,3,0,0,2,0,2,0,1,3,0,3,0,2,1,1,2,3,4,4,1,1,3,4,2,3,2,2,3,1,2,2,2,4,0,4,0,4,1
ZFAND5;48;,0.44083323763190096,0.444859206592654,0.43050504086966096,0.44063717499091604,0.432207479267165,0.43378266263391496,0.46382635932891103,0.44627655794709603,0.461733118712983,0.44664346590732895,0.437213312274767,0.465043258358382,0.5524475524475521,0.6692307692307691,0,0,4,0,4,0,0,2,4,1,3,3,4,1,1,2,0,2,1,1,1,3,3,3,3,0,4,3,1,2,3,1,1,2,0,4,3,3,3,3,3,4,3,0,0,4,1,3,3,3,2,3
YTHDC1;425;,0.44550379764598896,0.44790554830537394,0.41962359296344,0.441725513163033,0.443674622322532,0.4279622065299679,0.4532911553368811,0.43741494530388303,0.45515442146466395,0.459561704562105,0.42295815207572995,0.453681602876158,0.5524475524475521,0.653846153846154,0,0,4,3,2,2,0,2,3,0,2,0,3,3,2,2,3,4,2,0,0,2,2,2,1,2,1,2,2,1,4,4,3,0,3,1,1,3,1,1,2,0,2,1,0,4,0,0,4,0,3,3
BCL7B;122;,0.393542739075015,0.412910747951175,0.367872830594405,0.40461195029434993,0.419610316654149,0.399313847013966,0.415961907879904,0.393124701720429,0.42792829602445603,0.437210354559127,0.386308439541939,0.43929194596892795,0.7272727272727271,0.638461538461538,0,0,1,0,2,0,2,1,1,0,3,0,1,2,0,2,0,0,1,2,1,1,4,1,3,3,2,1,2,1,2,1,2,2,0,1,3,2,0,2,3,1,4,1,1,1,0,4,4,2,1,1
SFR1;163;,0.420447511244959,0.42021352887772395,0.43375085240625,0.435970291176336,0.40789045465553003,0.41944035287712894,0.435033882917611,0.431523338085346,0.434027529974854,0.42749393881743997,0.434961832334636,0.4433829169876671,0.356643356643356,0.484615384615385,0,0,4,4,2,2,2,4,4,3,2,1,2,1,2,3,2,3,3,3,4,4,1,4,3,1,4,1,1,3,1,4,1,2,0,0,3,3,0,1,2,3,1,0,4,4,1,0,1,3,1,4
CC2D1A;435;,0.422092035584205,0.42283302893555,0.4234488642889939,0.4598907444538449,0.4456482145453621,0.446318020979159,0.42611940727127395,0.44398054001996895,0.431803277874979,0.44011191882354705,0.45000582192500105,0.440531773180791,0.45454545454545403,0.40769230769230796,0,0,0,0,2,4,0,3,2,0,1,2,0,3,2,1,1,1,1,4,0,3,0,1,4,2,2,0,1,3,4,4,3,0,0,3,4,3,0,1,4,0,0,3,0,1,4,1,3,2,0,3
MPHOSPH10;168;,0.413985671888537,0.4402507100764079,0.37068379093276294,0.413200205916306,0.4106449632904439,0.385294195067515,0.39754486202468103,0.379301225737252,0.45054300481225396,0.445470989390489,0.399003439320243,0.4425703670002829,0.447552447552447,0.5615384615384611,0,0,0,0,4,0,3,2,4,4,3,1,2,3,2,3,2,2,4,3,3,4,4,3,3,3,3,2,1,3,4,1,0,1,0,3,0,0,1,3,0,0,0,3,0,4,2,1,3,4,4,2
MPHOSPH10;172;,0.42011753564847104,0.4222084593747801,0.37492675784642493,0.41931740433550896,0.445213047305056,0.39036406270682794,0.403369761400332,0.36810427629798703,0.45930574005660707,0.45219071172801,0.432147656287375,0.450881877218191,0.45454545454545403,0.46153846153846206,0,0,0,2,3,3,4,2,0,2,4,3,1,1,2,1,1,1,4,3,2,0,3,0,4,2,4,0,4,4,1,0,4,0,3,4,4,1,1,2,0,3,0,0,2,1,0,1,1,1,2,2
ATRX;1223;,0.41326801855534895,0.40663799505403997,0.417053171281052,0.46259254410898104,0.428744480795326,0.43417772705490204,0.426891460057648,0.412507229458,0.41825708276403895,0.449044636625354,0.487996260957919,0.46392139188942894,0.300699300699301,0.46923076923076895,0,0,1,3,3,3,4,1,0,3,2,2,3,1,0,1,2,1,1,2,4,4,4,0,4,4,2,1,0,2,3,1,0,2,3,3,3,4,1,0,2,2,2,2,3,3,1,4,3,0,1,1
TANC1;60;,0.43829632992194606,0.369099172238829,0.37971264618293105,0.40946543798815704,0.37930096280125297,0.40172851781823404,0.326278809462159,0.39898918370385295,0.39393624068377703,0.413306125278714,0.45173718535210794,0.440902155170677,0.433566433566433,0.5538461538461539,0,0,0,4,4,1,3,0,0,2,1,4,3,4,3,2,4,2,2,0,2,3,0,3,1,2,4,1,2,0,2,2,2,4,0,3,4,0,3,0,0,0,0,0,1,4,1,2,0,1,1,0
MPHOSPH10;164;,0.419971940392271,0.429686742518629,0.363970144109525,0.455459994970024,0.417184226338804,0.3813588560626429,0.35587844932252705,0.365856576846105,0.459015349850951,0.43683746456486205,0.42678980256348403,0.44952663885156496,0.657342657342657,0.676923076923077,0,0,4,0,4,3,4,3,0,1,2,1,0,4,4,2,3,2,4,4,2,1,3,2,4,0,3,2,3,2,1,2,4,2,4,3,0,2,0,1,2,1,4,1,4,4,1,3,1,1,3,4
WIZ;1029;,0.438526634387698,0.402476080289622,0.406113355013147,0.42389063394132004,0.466940066273036,0.46723507400002895,0.528904002948421,0.500446103855699,0.503095066339456,0.543291622360898,0.550427308521172,0.541004663006923,0.6993006993006989,0.8,0,0,4,1,0,4,1,4,2,4,3,1,4,0,4,4,0,3,4,2,3,1,2,3,0,3,3,2,2,1,2,1,4,1,4,4,1,2,3,1,0,4,4,3,2,0,4,0,3,4,4,1
REPS1;539;,0.388798849129401,0.379490384216469,0.39702301448201294,0.41735091833565996,0.38787246503147,0.453117369973686,0.44637897041940994,0.444337419898618,0.41943395109264997,0.407665615448502,0.44780278813413105,0.4171778510593379,0.643356643356643,0.753846153846154,0,0,3,4,0,1,0,1,4,1,4,2,3,1,3,4,0,0,3,2,2,3,1,4,1,4,0,1,4,2,3,2,3,1,1,4,1,1,0,1,0,2,1,1,2,2,2,4,4,1,1,2
RPL4;295;,0.423823189963741,0.41722283483752204,0.405268146700475,0.451559664633781,0.46204892290931704,0.420165733627066,0.43906492054372204,0.430981841963007,0.451569470281712,0.47611176548160605,0.438927302942414,0.4598434538120471,0.58041958041958,0.592307692307692,0,0,2,4,2,2,2,2,2,4,2,1,0,2,0,1,2,0,1,0,0,3,4,2,0,3,4,2,4,3,3,2,4,0,3,2,4,1,1,0,2,0,2,2,0,1,1,4,3,1,2,2
THRAP3;46;,0.40418726604371,0.44593109293465993,0.40096545420789703,0.4038992546174579,0.42023349876072497,0.45340281955317696,0.49504745003605605,0.441595880159104,0.46456871708221004,0.468170456823399,0.4702702201000279,0.44571114355331803,0.37062937062937,0.5615384615384621,0,0,4,1,3,1,1,4,4,0,4,1,2,3,4,2,1,4,3,1,2,0,3,3,1,0,3,4,3,0,3,0,1,0,0,3,2,2,0,3,1,2,2,2,2,1,3,1,0,3,0,0
THRAP3;403;,0.3570832238128401,0.42503053202434793,0.379611198986591,0.410931486534808,0.399326567106145,0.432705982810107,0.3989503283395539,0.420694244497133,0.4440118695875189,0.4732839566280329,0.44937569315358794,0.42491787462114794,0.41258741258741205,0.476923076923077,0,0,0,1,3,0,1,2,0,2,3,0,0,2,1,2,4,2,0,1,0,2,1,2,1,2,3,1,1,2,3,3,4,2,2,0,1,0,3,1,3,0,3,3,0,4,1,3,4,2,1,4
DOCK7;1420;,0.46176288094967,0.40230707419624107,0.412484511267722,0.411447170409359,0.418140479529706,0.46645541882833796,0.44959977763442405,0.48399235590390993,0.46951894719721005,0.418725809817926,0.484557337023239,0.465310983283548,0.5594405594405589,0.707692307692308,0,0,4,3,0,4,0,3,0,0,0,0,3,4,4,0,2,4,1,4,0,0,2,3,1,0,2,3,2,2,3,1,0,3,3,4,3,0,1,4,4,2,4,0,0,3,4,2,2,0,2,4
SORBS1;657;,0.416199995312339,0.35589403147026,0.342867316190176,0.407149813855984,0.42519946283800103,0.357521272470005,0.32890864608142795,0.30301424670689503,0.42120443850359,0.366974049309882,0.35425993314912496,0.38382185351158904,0.461538461538461,0.46153846153846206,0,0,2,1,0,3,2,1,2,4,0,2,1,2,3,0,1,0,3,3,3,2,0,0,2,3,0,0,3,2,0,1,0,1,1,4,3,3,4,4,2,4,2,3,1,3,4,0,4,1,1,3
LRRFIP2;101;,0.4169229639380279,0.39671756903870004,0.40284503751610207,0.421224119518622,0.408899692456957,0.41617743657435,0.441069467836401,0.437986695739821,0.45358918325854597,0.39017786393821097,0.417339681232862,0.41106024780659706,0.6083916083916079,0.576923076923077,0,0,0,0,1,0,0,1,1,0,1,4,4,2,1,2,2,3,2,1,4,0,4,3,3,0,4,4,4,4,0,3,0,2,4,3,0,1,3,4,2,2,1,1,0,4,2,3,0,3,1,4
SRSF2;25;,0.43362290037287704,0.42261024869865405,0.456268378252948,0.4292435389487971,0.418183518144108,0.43507629403861703,0.43689641124091105,0.442725535404934,0.42217777675971,0.45124474772722994,0.45195988176637397,0.44965908765373996,0.33566433566433507,0.384615384615385,0,0,4,2,4,2,3,0,0,1,0,4,2,3,4,1,2,1,1,1,4,2,3,1,2,0,2,4,3,2,2,0,1,2,0,0,4,2,0,1,2,4,0,0,1,0,3,3,3,3,4,3
HUWE1;2532;,0.423873052264091,0.41258923773336403,0.4206679743342271,0.428977879753934,0.4248506839756121,0.42926429699675894,0.423450181752669,0.45544517084397496,0.463357162678425,0.465189462965445,0.435413042690603,0.46275270828391796,0.45454545454545403,0.538461538461538,0,0,2,4,4,0,4,2,4,2,1,2,1,2,2,3,1,4,3,0,2,0,2,3,2,3,0,1,1,0,2,1,0,4,1,2,4,4,4,1,1,4,4,1,4,0,1,2,2,4,0,3
ATXN2;91;,0.44007979509106104,0.41173455043191404,0.410844839921252,0.44541616138285206,0.454674061327868,0.417017084142751,0.407947877926654,0.39696451289482,0.41243463277229203,0.42995658989193297,0.42353247633042895,0.40121109019410106,0.48951048951048903,0.538461538461538,0,0,1,4,2,0,4,0,1,4,4,3,4,3,0,4,0,0,0,0,1,1,0,3,0,2,4,1,1,4,4,4,0,4,0,1,2,1,0,2,1,0,1,4,2,3,2,1,1,2,3,4
ZFP111;182;,0.425704708363044,0.400305269354646,0.416286087381863,0.360554974853485,0.408788709960656,0.362963457001848,0.403850080073563,0.366192614413421,0.358749487535408,0.37146402479690904,0.38372947917720795,0.39372156076964704,0.58041958041958,0.523076923076923,0,0,4,2,0,3,0,2,3,0,0,1,3,2,0,3,3,4,3,4,3,4,0,0,4,4,1,3,4,1,4,2,4,0,2,1,1,0,2,1,4,3,0,2,3,2,1,2,0,3,4,2
ZC3H18;45;,0.37324738374412497,0.416473018168125,0.390703025231416,0.422966562485255,0.393554528843916,0.378062318574683,0.41436660436283096,0.42376459421530105,0.44689742527077003,0.45146251961988704,0.42007029776661997,0.444613005156924,0.44055944055944,0.392307692307692,0,0,0,0,2,2,1,0,3,4,1,4,0,1,1,0,0,2,2,1,3,3,4,2,1,1,1,4,4,1,2,0,1,4,3,2,4,1,1,3,1,4,1,4,0,1,1,3,4,3,3,3
DDX21;245;,0.434238810993568,0.410476394556101,0.440796115950421,0.44916154334627206,0.40556611550795,0.37624949619858006,0.4117142757008921,0.467568455975244,0.47187421549800396,0.445507003187565,0.446942770234866,0.46256074889700505,0.5524475524475521,0.576923076923077,0,0,2,1,4,2,4,4,3,2,2,2,1,0,3,4,3,1,4,2,1,0,2,3,4,0,3,3,2,4,1,4,2,3,0,4,4,3,4,3,2,0,3,1,4,0,0,0,2,3,2,2
KRI1;142;,0.45803732983888396,0.42095077855646296,0.38127935570234606,0.425294444496887,0.430321244105265,0.397010357906356,0.36660346922097,0.40756154472660794,0.4473445882892729,0.437109452290113,0.407841762598559,0.45769283274032796,0.45454545454545403,0.430769230769231,0,0,1,4,0,3,4,1,3,2,1,4,4,2,0,0,4,2,3,0,0,3,4,3,2,1,0,3,3,2,4,2,0,0,2,4,1,2,1,2,4,3,1,3,3,0,2,2,1,3,0,0
SON;150;,0.4476553571323171,0.446361905580802,0.45508450283237706,0.43621156942957395,0.45502709446209705,0.4377713789704029,0.48230702465504294,0.478937966318786,0.5140465532039171,0.5054743040903671,0.461061662957274,0.4892606539364339,0.447552447552447,0.492307692307692,0,0,2,1,3,1,3,0,2,3,4,1,0,1,1,3,2,4,2,1,3,4,3,1,1,1,3,1,3,0,2,2,0,0,2,2,3,1,3,2,2,4,0,2,4,2,2,4,4,0,0,0
RBM15;20;,0.437441362127911,0.4191228464670271,0.41132493227460204,0.436783378050844,0.43133108822889293,0.466554729418376,0.452703607661528,0.44229041501472294,0.47906768453154,0.47626073748952397,0.51178960802191,0.47836833242271104,0.6013986013986011,0.615384615384615,0,0,2,0,4,4,1,4,2,1,0,2,2,4,4,2,3,3,2,3,2,3,3,1,1,1,3,4,0,4,4,3,4,4,3,4,4,1,3,1,4,2,3,3,0,4,0,2,1,0,0,1
ZNF609;577;,0.418150598480639,0.39548956724156,0.396652152208169,0.43552626877311207,0.45045649314522707,0.406874159471516,0.42794276023685,0.432530131465371,0.44622184606373794,0.44619329280523606,0.4350199529896429,0.45750148885105496,0.643356643356643,0.6615384615384611,0,0,0,0,1,3,3,1,4,0,0,1,0,4,2,0,0,3,0,0,2,4,1,1,1,0,3,3,0,2,2,3,1,0,4,0,4,2,1,2,0,3,0,2,0,2,2,3,1,3,2,1
KIAA1429;138;,0.4098516167705639,0.38319714972194896,0.38817088165932795,0.423535588645885,0.40668141971042604,0.424546441637873,0.407209680762428,0.436739112250803,0.41327166898661205,0.40776143056502795,0.42898413149311604,0.44026601794814296,0.6013986013986011,0.738461538461538,0,0,2,1,3,3,3,2,2,2,3,4,0,2,3,0,3,3,0,3,2,2,4,2,2,3,1,3,1,1,2,1,2,3,3,0,2,1,3,2,0,0,4,1,4,0,4,0,2,1,2,1
KIAA0195;522;,0.455051410466526,0.47905851561850304,0.44648566545024104,0.5005044726643321,0.432655878153525,0.46714664105022996,0.4290561592008279,0.463676168348598,0.447504762161775,0.468369243149984,0.48922910631426797,0.500927214286239,0.419580419580419,0.5692307692307691,0,0,2,2,3,4,1,4,1,3,2,2,3,1,4,0,2,3,2,1,0,3,1,1,4,4,4,1,4,3,4,0,1,4,2,2,2,1,2,2,2,1,1,3,0,0,2,4,1,0,3,2
RANBP3;148;,0.424279088387195,0.43419977207290295,0.406822114456675,0.452388578341042,0.43162952378554004,0.42132065284501896,0.4535093371395201,0.455557679088378,0.47195859329030104,0.515223706712043,0.468994684007374,0.49467174577532297,0.48251748251748294,0.492307692307692,0,0,1,3,0,0,0,3,3,0,1,2,2,0,0,3,0,3,3,3,2,1,4,3,2,3,4,3,2,0,0,3,0,3,2,1,0,2,1,2,1,2,3,3,1,2,0,2,0,2,3,0
BOP1;11;,0.402720602066245,0.417675856925803,0.404381408445433,0.44176013321678703,0.480004408300846,0.38866500606718196,0.442867232375312,0.40969828427114,0.493152262017377,0.45206631093201705,0.388717203476236,0.421945279612291,0.6083916083916079,0.523076923076923,0,0,2,3,3,3,3,1,4,1,3,0,2,0,2,3,2,3,1,1,1,0,4,3,0,3,3,0,2,3,4,2,0,1,1,0,1,4,0,2,1,3,2,1,2,2,1,4,3,0,0,1
PYGO2;40;,0.46795708306946204,0.418656367088819,0.381711957159601,0.42703807887402795,0.40453280415953397,0.444666933126421,0.413032158367826,0.46435393682902204,0.49254365846713,0.484105805836838,0.481303614990242,0.487470329121207,0.657342657342657,0.6,0,0,0,2,3,3,0,1,1,2,0,4,2,4,2,0,2,3,2,2,0,4,0,2,4,0,4,0,1,3,1,1,0,3,0,3,1,4,3,0,4,3,4,1,3,2,3,4,3,2,4,1
MTMR3;613;,0.40907683140926704,0.399779285388365,0.41123536634808294,0.443224183705272,0.42647460868449705,0.44204160817697996,0.43312009226217096,0.45238291218792104,0.429680902844706,0.449432650562573,0.43687665996877795,0.42706665912486097,0.391608391608392,0.461538461538461,0,0,1,3,0,4,2,0,0,0,0,0,4,0,1,4,0,1,0,4,2,4,1,4,1,4,3,2,2,1,2,3,4,3,4,4,0,3,3,2,4,4,3,1,2,1,0,1,0,1,3,4
NUP98;653;,0.4369244985843329,0.434584928138983,0.44064006576950104,0.4697929125511289,0.47018862817856605,0.417362953736735,0.4416214331853279,0.433279710950532,0.48821297634331107,0.454006767844927,0.434292197905809,0.44486393127947493,0.39160839160839095,0.515384615384615,0,0,4,1,0,0,3,3,0,0,3,1,2,4,1,2,4,4,0,4,1,3,3,3,0,4,4,4,1,0,1,3,2,4,2,4,0,4,0,3,4,0,0,2,1,4,1,4,0,0,2,3
TDP1;119;,0.392394247773875,0.413644528720214,0.41425911494813705,0.416235939118632,0.497007860159991,0.41144921958855196,0.455074526428175,0.40980821531229705,0.42494854661724,0.470117118600596,0.427270718785542,0.476492856083529,0.678321678321678,0.7,0,0,2,2,4,0,4,2,3,2,0,2,2,2,1,3,4,3,0,3,0,1,3,4,3,4,3,0,4,0,4,1,1,1,4,2,0,3,2,2,1,1,2,1,4,4,4,2,4,3,4,0
LMO7;937;,0.448384365617879,0.40766989021327005,0.388210021561784,0.39294692003955295,0.449100817455342,0.384611324515236,0.36951325679390995,0.418896523574704,0.428396311426242,0.38983666967826097,0.37894027234628297,0.42317707520048403,0.419580419580419,0.523076923076923,0,0,1,3,0,3,2,2,3,1,0,0,2,3,2,4,3,2,0,3,0,4,2,4,0,1,3,3,3,0,4,0,4,1,3,1,1,4,4,4,4,2,1,3,3,1,1,3,1,0,2,1
ABCC5;513;,0.452450906988247,0.42849026318539596,0.432994453040326,0.467685302363455,0.48730524098068,0.407827886691369,0.45402724311367604,0.45273585460796506,0.506888406992969,0.47557612784019604,0.428536667098182,0.479004614424574,0.615384615384615,0.492307692307692,0,0,2,1,1,4,3,2,1,4,0,2,3,2,1,0,4,0,3,1,1,4,3,3,4,3,0,0,1,1,1,4,3,4,0,1,1,3,4,0,4,1,0,2,0,2,4,4,0,4,0,2
OGFR;359;,0.39413507379009394,0.447534123748715,0.382117928744894,0.479246509403836,0.434545390898914,0.41078086687556903,0.440544502072182,0.418070758611673,0.46603103237276794,0.45363308120687396,0.3914081479996371,0.44099355593888395,0.5874125874125871,0.638461538461538,0,0,0,3,0,4,3,0,1,4,1,3,3,1,0,1,3,2,4,2,0,0,4,0,4,0,1,4,3,3,0,1,0,2,4,4,1,4,4,0,2,4,0,2,1,3,3,1,4,2,2,1
TSNAX;163;,0.44160539924328207,0.40511481010913797,0.39476070413968506,0.41375315975243104,0.422597984616649,0.42623370439176095,0.46426725085155196,0.42979839176093,0.44498598118856,0.408979113093329,0.45101837548052104,0.43851747745862296,0.42657342657342606,0.538461538461538,0,0,2,3,2,1,3,4,3,4,4,4,1,4,3,2,0,0,0,2,0,1,4,4,4,0,3,2,2,2,4,1,4,2,2,3,1,1,3,4,0,0,1,1,3,3,0,0,4,0,0,4
PLEKHG3;1141;,0.406713752948661,0.41555663923247205,0.49958627116270793,0.51309385735365,0.42195170696085704,0.503122444218713,0.913425273358806,0.867216924990187,0.8431863061040209,0.8095576107340821,0.832947600633183,0.849700071460285,0.6993006993006989,0.792307692307692,0,0,2,0,2,3,0,1,3,1,4,2,4,1,2,1,2,3,0,4,0,1,1,0,0,4,4,4,3,3,2,2,4,3,4,2,2,3,0,2,1,3,3,0,2,3,4,3,4,1,2,1
SRRM2;850;,0.430785980707531,0.440741689643087,0.41821903481270395,0.42732740758966603,0.4287281474027979,0.436303396826127,0.41071882542379995,0.44185488987765104,0.44174328822184705,0.434666414264931,0.445768415343808,0.4282782324915,0.391608391608392,0.484615384615385,0,0,1,3,2,3,1,1,4,2,1,0,3,4,0,2,1,4,4,3,2,1,0,1,1,4,0,2,4,2,3,3,2,4,2,3,4,2,1,0,2,0,2,1,3,3,4,1,4,2,1,2
PRPF4B;258;,0.4160573864552,0.4374584253217229,0.40772031040679796,0.4277542194950821,0.41771464631571203,0.42653085734140905,0.412927358179,0.43896013966880604,0.44549089404934494,0.45482999246925704,0.42818831181913003,0.44363690512623494,0.6853146853146851,0.6692307692307691,0,0,2,1,1,2,2,3,2,1,0,2,4,3,0,3,0,4,3,1,3,0,4,3,1,0,0,0,4,1,1,4,2,2,1,3,1,2,0,1,3,2,2,3,4,4,3,1,1,2,2,3
WNK4;1169;,0.469487847138533,0.42775020618982107,0.46097719346088106,0.48965639380284004,0.45654954605636,0.467115031274276,0.463317457792816,0.459075347252959,0.48563251870068297,0.4172166884138379,0.5118301611266239,0.45402172202786,0.468531468531468,0.5538461538461539,0,0,3,3,1,2,1,4,2,0,0,1,3,0,4,2,1,3,3,3,4,3,4,3,3,3,2,3,2,4,3,4,0,1,1,1,3,0,4,2,4,3,1,0,0,2,0,1,0,4,0,1
WNK4;1172;,0.47907119656128994,0.42414959872533703,0.404734793760183,0.503330228514377,0.462276748288478,0.529397758662424,0.471649359242409,0.465620630489799,0.4848516036406121,0.41619865889989205,0.535462185471894,0.49852890809012207,0.38461538461538397,0.492307692307692,0,0,3,1,1,3,2,4,3,3,1,1,3,2,2,4,2,4,4,2,3,0,2,1,0,4,0,1,2,3,4,2,4,0,0,3,3,1,0,2,2,2,2,2,1,4,1,3,0,2,2,2
KIF1C;1089;,0.391975237794733,0.41800143723039596,0.45831575945714104,0.442097154646926,0.441530673579095,0.457403987870345,0.44518573111673104,0.460708352224282,0.41063756385254907,0.465781758576525,0.472269958990398,0.41842713389811004,0.34965034965034997,0.430769230769231,0,0,3,2,1,0,3,2,1,4,1,1,0,1,2,0,2,4,4,0,1,1,2,2,0,4,4,2,2,1,2,3,1,1,1,4,2,0,2,3,1,1,4,4,1,2,2,0,4,2,0,0
C78339;27;,0.440061660347111,0.3946540006292129,0.43479414702486796,0.45442852514453796,0.42959411335018605,0.447948986692406,0.427301901270104,0.491529520931979,0.492504483180916,0.629667879295353,0.5926197038436459,0.5802421019622789,0.468531468531468,0.538461538461538,0,0,3,3,1,3,2,2,0,1,1,3,1,0,1,2,4,0,4,4,0,2,2,2,1,3,4,2,2,2,1,0,4,0,0,0,0,4,4,2,4,0,1,3,1,3,1,2,1,1,3,4
RBBP6;1160;,0.356800676948574,0.396174365313177,0.39620893295300397,0.390597916026613,0.43077411098073104,0.413916177852436,0.420288326952344,0.389608873801249,0.40309467263916,0.449719774581429,0.458305476294738,0.444635966185928,0.6013986013986011,0.5538461538461539,0,0,4,2,1,0,4,4,3,0,3,2,3,4,0,3,4,0,1,4,4,2,4,3,4,4,3,0,4,2,4,2,0,0,1,3,4,4,1,0,2,2,3,2,1,4,3,2,0,1,0,1
